J221524.61-193504.8,333.8525451,-19.5846943,0.00867,0.0021506404129229594,0.65,0.0013979162683999237
J221427.49-200156.0,333.6145763,-20.0322477,0.047019,0.00755113744981839,0.05,0.00037755687249091955
J221430.33-200013.6,333.6264155,-20.0037953,0.048971,0.00755113744981839,0.037,0.00027939208564328044
J221359.13-195106.0,333.4963953,-19.8516715,0.055101,0.009988529917797744,0.012,0.00011986235901357292
J221445.43-194502.2,333.6892954,-19.7506157,0.056032,0.010275281972854138,0.0091,9.350506595297266e-05
J221413.69-194032.1,333.5570813,-19.6755901,0.056289,0.007025425348881667,0.0091,6.393137067482317e-05
J221338.59-193704.2,333.4108319,-19.6178467,0.036444,0.0003823360734085261,0.16,6.117377174536418e-05
J221415.90-202202.4,333.5662652,-20.3673573,0.046004,0.00019116803670426305,0.058,1.1087746128847257e-05
J221459.58-201030.4,333.7482807,-20.175112,0.055571,0.00043012808258459183,0.0091,3.914165551519786e-06
J221404.53-195840.5,333.5189094,-19.9779194,0.066262,0.010800994073790862,0.0003,3.240298222137258e-06
J221501.93-200730.5,333.7580599,-20.1251575,0.058634,0.0005735041101127892,0.0041,2.3513668514624357e-06
J221419.92-201529.1,333.5830269,-20.2580925,0.063239,0.0004779200917606576,0.0012,5.735041101127891e-07
J221358.74-193215.9,333.4947776,-19.5377563,0.067499,0.0005257121009367234,0.00018,9.462817816861022e-08
J221437.97-192453.2,333.6582404,-19.4148032,0.068376,0.0005735041101127892,0.00011,6.308545211240681e-08
J221552.85-195808.4,333.9702173,-19.9690231,0.070473,0.0001433760275281973,3.6e-05,5.161536991015103e-09
J221449.49-192207.4,333.7062152,-19.3687435,0.070665,0.0001433760275281973,1.9e-05,2.7241445230357486e-09
J221357.33-195652.7,333.4888951,-19.9479875,0.076738,0.009653985853565283,1.8e-07,1.7377174536417508e-09
J221559.40-192629.3,333.9975223,-19.4414966,0.069531,4.779200917606576e-05,3.6e-05,1.7205123303383675e-09
J221528.16-193851.9,333.8673352,-19.647757,0.076014,0.0019116803670426305,4.5e-07,8.602561651691836e-10
J221421.41-192756.0,333.5892417,-19.4655629,0.076212,0.0002867520550563946,4.5e-07,1.2903842477537757e-10
J221416.08-193057.8,333.5670365,-19.5160643,0.077144,0.00043012808258459183,1.8e-07,7.742305486522653e-11
J221503.26-192544.4,333.7635872,-19.4290001,0.07949,0.0008602561651691837,2.4e-08,2.064614796406041e-11
J221249.30-194822.9,333.2054474,-19.8063775,0.077736,4.779200917606576e-05,6.8e-08,3.2498566239724718e-12
